FLX_ANN_MOI,AGE_BEN_SNDS,BEN_SEX_COD,RAC,FLT_PAI_MNT
202406,50,0,0.0,693.2
202406,50,1,278303026.48,914737038.55
202406,50,2,344286924.61,1036484979.41
202406,60,1,294260845.39,1685683307.87
202406,60,2,351782077.11,1221750133.35
202406,70,1,277867128.55,1407526824.02
202406,70,2,353800811.83,1387032957.27
202406,80,0,1396.29,3609.09
202406,80,1,154542186.45,944672945.33
202406,80,2,266518183.93,1329980306.56
202406,99,0,4595.07,222502211.44
202406,99,1,189290.6,7825222.58
202406,99,2,231633.58000000002,16415023.32
202407,0,0,0.0,5268.16
202407,0,1,283701100.17,740203296.77
202407,0,2,288614693.02,684438546.22
202407,20,1,117364309.88,333458568.29
202407,20,2,176179194.86,502700361.02
202407,30,1,151500496.67,439738207.39
202407,30,2,234750801.15,716726524.36
202407,40,1,209130595.75,602767243.26
202407,40,2,288962829.28,806746737.27
202407,50,0,0.0,24.51
202407,50,1,302070225.14,975584210.71
202407,50,2,371845869.16,1107955047.57
202407,60,0,0.0,2.1
202407,60,1,310494966.56,1919218978.76
202407,60,2,366645233.07,1280518122.98
202407,70,0,0.0,74.82
202407,70,1,288148127.38,1474368835.84
202407,70,2,363025202.64,1444487661.67
202407,80,0,7517.409999999999,19008.36
202407,80,1,164311601.93,1008806118.18
202407,80,2,284338923.66,1445521109.12
202407,99,0,0.0,83205724.28
202407,99,1,191345.4,11399398.93
202407,99,2,240230.56,7520873.16
202408,0,0,0.0,360.88
202408,0,1,174094415.81,467697769.3
202408,0,2,178591861.75,439914381.64
202408,20,1,82079086.53,247208728.15
202408,20,2,124048130.48,374005815.31
202408,30,1,98206586.98,316710229.69
202408,30,2,150868568.58,506596215.29
202408,40,1,129575485.34,423112058.41
202408,40,2,177460906.3,550664732.3
202408,50,1,183993904.8,696546216.06
202408,50,2,224798677.55,767178128.19
202408,60,0,133.18,380.52
202408,60,1,188520811.67,1667340561.09
202408,60,2,217581415.97,908551971.83
202408,70,0,0.0,59.88
202408,70,1,179937565.6,1124119665.61
202408,70,2,220539022.47,1048209939.55
202408,80,0,20902.969999999998,52531.36
202408,80,1,110397575.9,799273997.5
202408,80,2,193140728.43,1121442794.54
202408,99,0,0.0,8286941.42
202408,99,1,130255.27,1759937.1
202408,99,2,144997.43,1550336.39
202409,0,0,628.1500000000001,1792.77
202409,0,1,280543570.67,667960781.86
202409,0,2,288294253.38,632001990.99
202409,20,0,7.949999999999999,38.96
202409,20,1,99272222.57,286364474.05
202409,20,2,151800759.79,438043492.64
202409,30,0,11.7,29.25
202409,30,1,127168008.03,376828654.83
202409,30,2,196504328.91,619233291.36
202409,40,1,177856136.73,523845896.17
202409,40,2,242850843.37,687276157.96
202409,50,0,0.0,31.75
202409,50,1,249601854.62,833877653.69
202409,50,2,300834158.37,930508798.02
202409,60,0,0.0,7095.17
202409,60,1,251947109.53,1439717956.13
202409,60,2,294803117.74,1087363823.93
202409,70,1,233962736.51,1281514497.27
202409,70,2,293857656.56,1238627984.0
202409,80,0,3409.7499999999995,9406.68
202409,80,1,134657236.59,886398115.66
202409,80,2,231841296.08,1256034647.22
202409,99,0,40.0,207374467.72
202409,99,1,161572.64,21307969.15
202409,99,2,171540.16,6959339.22
202410,0,0,359.69000000000005,35099.909999999996
202410,0,1,309664829.31,772098032.17
202410,0,2,314550995.03,720518543.38
202410,20,0,0.0,35.65
202410,20,1,114016957.81,327248889.17
202410,20,2,176600442.02,503220066.61
202410,30,0,0.0,295.32
202410,30,1,149978021.07,438915701.22
202410,30,2,235788389.67,728033520.42
202410,40,1,211620951.36,608215696.98
202410,40,2,292698529.52,819243966.29
202410,50,0,0.0,27.5
202410,50,1,304388998.97,982715736.73
202410,50,2,371201002.03,1114665773.35
202410,60,0,0.0,67.75
202410,60,1,321931948.32,1719374935.88
202410,60,2,378153680.9,1324527350.62
202410,70,1,300914791.44,1524446192.27
202410,70,2,376068076.58,1495352167.21
202410,80,0,1475.4699999999998,4328.85
202410,80,1,167641003.45,1029508749.64
202410,80,2,284793186.77,1459404391.17
202410,99,0,0.0,48907056.980000004
202410,99,1,178469.13,4541552.74
202410,99,2,220138.52,4794743.89
202411,0,0,0.0,9632.69
202411,0,1,261311058.64,667519307.37
202411,0,2,272014161.26,626567417.34
202411,20,1,90246623.67,272335255.97
202411,20,2,145475624.44,425383982.09
202411,30,0,0.0,26.5
202411,30,1,121096767.63,369118259.62
202411,30,2,194692018.51,619536409.78
202411,40,1,171202313.23,513022854.71
202411,40,2,241554741.45,692867189.92
202411,50,1,243143804.44,825602734.92
202411,50,2,302252615.78,942490738.59
202411,60,1,263028706.19,1488864652.25
202411,60,2,312199502.34,1133642828.65
202411,70,0,0.0,3.0
202411,70,1,249948902.03,1324463346.98
202411,70,2,310894841.46,1285024927.35
202411,80,0,3590.6299999999997,14230.9
202411,80,1,142967981.25,895226078.35
202411,80,2,242771709.82,1254754133.84
202411,99,0,0.0,211828710.6
202411,99,1,202302.88,14805559.68
202411,99,2,240874.12,17052623.53
202412,0,0,20.0,2638.89
202412,0,1,279099847.06,734725354.46
202412,0,2,286818073.26,681637857.19
202412,20,1,101095162.79,305436633.51
202412,20,2,158709824.69,465121471.47
202412,30,1,135016508.27,408342953.36
202412,30,2,212654608.19,671171360.01
202412,40,1,192389336.09,569893504.59
202412,40,2,264535165.8,759565964.13
202412,50,0,0.0,1588.51
202412,50,1,274970810.76,918860040.04
202412,50,2,332839969.35,1032416347.52
202412,60,0,0.0,24.0
202412,60,1,292655445.24,1744234156.77
202412,60,2,343156771.13,1233163885.69
202412,70,1,274314687.66,1442410299.72
202412,70,2,335849540.43,1392380533.06
202412,80,0,1669.3199999999997,4511.5599999999995
202412,80,1,154396152.23,963770851.29
202412,80,2,263414074.34,1362848568.58
202412,99,0,88020.46999999999,38248299.1
202412,99,1,258912.91,4016202.08
202412,99,2,325146.02,2804679.71
