SOI_ANN,SOI_MOI,BEN_SEX_COD,AGE_BEN_SNDS,BEN_RES_REG,RAC,FLT_PAI_MNT,FLT_REM_MNT
2019.0,1.0,2.0,80.0,52.0,11382001.920000391,50668412.90000277,39286410.9799965
2019.0,1.0,2.0,80.0,53.0,10919483.320000334,58058178.25000224,47138694.92999642
2019.0,1.0,2.0,80.0,75.0,23197037.32999892,121694518.00002909,98497480.6700076
2019.0,1.0,2.0,80.0,76.0,24200926.68999883,140966167.3800329,116765240.6900118
2019.0,1.0,2.0,80.0,84.0,26007892.869998228,124912472.83002608,98904579.96000662
2019.0,1.0,2.0,80.0,93.0,26353264.579998676,160269851.1800299,133916586.6000155
2019.0,1.0,2.0,99.0,5.0,139.51999999999998,1229.9200000000003,1090.4
2019.0,1.0,2.0,99.0,11.0,8381.019999999999,705555.45,697174.4299999999
2019.0,1.0,2.0,99.0,24.0,5654.079999999997,522238.41,516584.33
2019.0,1.0,2.0,99.0,27.0,4235.710000000003,119918.75999999997,115683.05000000002
2019.0,1.0,2.0,99.0,28.0,3191.8400000000006,298326.57,295134.73
2019.0,1.0,2.0,99.0,32.0,5004.610000000001,4773706.529999999,4768701.919999999
2019.0,1.0,2.0,99.0,44.0,6145.04,3277135.3899999997,3270990.3499999996
2019.0,1.0,2.0,99.0,52.0,2771.000000000001,354584.27,351813.27
2019.0,1.0,2.0,99.0,53.0,1006.4099999999999,349855.94,348849.53
2019.0,1.0,2.0,99.0,75.0,44377.550000000054,2805087.4799999995,2760709.9299999992
2019.0,1.0,2.0,99.0,76.0,130268.77000000002,2893651.640000009,2763382.8699999982
2019.0,1.0,2.0,99.0,84.0,16527.739999999965,2078791.8399999999,2062264.1
2019.0,1.0,2.0,99.0,93.0,109193.6900000002,2690079.1700000055,2580885.4799999986
2019.0,1.0,9.0,0.0,76.0,7.5,118.03,110.53
2019.0,1.0,9.0,30.0,76.0,66.69,180.23,113.54
2019.0,1.0,9.0,30.0,93.0,0.0,23.0,23.0
2019.0,2.0,0.0,80.0,11.0,183.48000000000002,478.37,294.89
2019.0,2.0,0.0,80.0,44.0,183.48000000000002,478.37,294.89
2019.0,2.0,0.0,80.0,75.0,208.18,956.74,748.56
2019.0,2.0,0.0,80.0,84.0,366.96000000000004,956.74,589.78
2019.0,2.0,0.0,99.0,44.0,158.78000000000003,453.67,294.89
2019.0,2.0,1.0,0.0,5.0,6675178.330000035,21400356.049999382,14725177.720000148
2019.0,2.0,1.0,0.0,11.0,42400804.479993284,117567885.10001965,75167080.61999325
2019.0,2.0,1.0,0.0,24.0,6546305.270000066,17859098.619997427,11312793.349999605
2019.0,2.0,1.0,0.0,27.0,7284248.170000223,19036768.839997284,11752520.669999463
2019.0,2.0,1.0,0.0,28.0,8748916.430000301,27301412.26999773,18552495.83999935
2019.0,2.0,1.0,0.0,32.0,18885204.619999837,50900403.74000085,32015199.11999803
2019.0,2.0,1.0,0.0,44.0,17990257.27999997,46393315.99000038,28403058.70999835
2019.0,2.0,1.0,0.0,52.0,10491920.870000485,27459317.059998285,16967396.1899993
2019.0,2.0,1.0,0.0,53.0,8250630.2500001555,22741090.089998078,14490459.839999422
2019.0,2.0,1.0,0.0,75.0,16018189.100000605,42270290.629999764,26252101.52999804
2019.0,2.0,1.0,0.0,76.0,18056375.41000055,54484873.6600014,36428498.249996796
2019.0,2.0,1.0,0.0,84.0,25181252.059997883,68272197.71000226,43090945.64999527
2019.0,2.0,1.0,0.0,93.0,16638190.010000562,49138020.04999997,32499830.039998587
2019.0,2.0,1.0,20.0,5.0,1743118.9199999839,6385430.3799998835,4642311.460000031
2019.0,2.0,1.0,20.0,11.0,17167453.200000133,44985386.97000022,27817933.769997217
2019.0,2.0,1.0,20.0,24.0,2244589.469999989,6851895.919999371,4607306.45000004
2019.0,2.0,1.0,20.0,27.0,2587232.6499999696,7867468.139999384,5280235.489999983
2019.0,2.0,1.0,20.0,28.0,2782159.9099999615,9025615.629999226,6243455.719999953
2019.0,2.0,1.0,20.0,32.0,5920274.020000001,19059154.419997994,13138880.399999201
2019.0,2.0,1.0,20.0,44.0,6622729.360000065,19143652.589997683,12520923.229999073
2019.0,2.0,1.0,20.0,52.0,3376872.0399999213,10519622.219998788,7142750.179999881
